index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
353,"""In our time, Chinese women lead large businesses and win Olympic gold medals.",— Chinese women in our time manage large businesses and win Olympic gold.,Chinese women nowadays manage large businesses and win Olympic gold medals.,Chinese women today manage big businesses and win Olympic gold medals.,0.3839,0.4804,0.4089,0.5992,0.6993,0.6201,0.7477,0.8073,0.8053,0.8957,0.8962,0.8993
367,But that connection happened literally just a few minutes after we met each other.,And this contact happened with us literally just a few minutes after meeting.,And we became intimate just a few minutes after meeting.,And this interaction happened with us literally just a few minutes after getting to know each other.,0.35,0.2653,0.3458,0.4977,0.433,0.6177,0.6945,0.617,0.7184,0.8222,0.7683,0.8375
373,How was it filming in Sevastopol?,The filming in Sevastopol went well.,The filming in Sevastopol went well.,How did the filming go in Sevastopol?,0.1635,0.1635,0.1562,0.3125,0.3125,0.5174,0.6984,0.6984,0.7532,0.8447,0.8447,0.9371
375,"I'd never toured there, never vacationed there, and I'd never been there as a kid.","I have never been there on tour, nor have I ever visited there for vacation or in my childhood.","I have never been there on tour, nor did I ever visit there in my childhood.","I have never performed there, nor have I ever visited there for a holiday or as a child.",0.0578,0.0611,0.0353,0.205,0.1692,0.2431,0.6884,0.6854,0.5957,0.7877,0.7599,0.7633
380,So it turns out you didn't have any trouble acting like you were in love with the city.,It turns out it was not difficult for you to play at being in love with this city.,You found it easy to feign love for this city.,It seems you had no trouble expressing your love for this city.,0.0748,0.0209,0.0241,0.4259,0.1163,0.1724,0.5764,0.5939,0.7537,0.6644,0.6524,0.7193
381,"All in all, you were extremely organic on screen, which is something lots of people, honestly, didn't expect.","Generally, you are extremely organic on the screen, which many, frankly speaking, did not expect.","You come across as very natural and authentic on screen, which many did not expect.","You come across as very natural and effortless on screen, which many did not expect.",0.0916,0.1172,0.1172,0.3586,0.252,0.252,0.7639,0.7376,0.6765,0.8533,0.8065,0.7614
387,"I know that things are always clearer from someone else's perspective, and, again, I ask for pointers and talk with the director at length. I don't even really talk with him, rather he has some initial conversations with me and explains extremely clearly and precisely what he needs.","I perfectly understand that it is more visible from the outside, and I, again, ask for hints and talk to the director, very long, it's not even me talking to him, but he is having preliminary conversations with me and explains in the most clear and precise way what he needs.","I perfectly understand that it is more apparent from the outside, and I, in turn, ask for hints and talk to the director at length. It's not even me talking to him, but rather he having preliminary conversations with me and explaining in the clearest and most precise way what he needs.","I understand very well that it's clearer from the outside, and I ask the director for suggestions and have long discussions with him, not the other way around - he has pre-production discussions with me and explains exactly what he needs.",0.1622,0.1873,0.1373,0.4101,0.4746,0.3881,0.6051,0.6632,0.6519,0.7392,0.7795,0.7555
390,"I just loved everyone — the cameraman, the director, the producer, Sasha Yatsenko.","I was high on everyone, the operator, the director, the producer, Sasha Yatsenko.","I was delighted by everyone - the operator, the director, the producer, Sasha Yatsenko.","I was thrilled by everyone, the operator, the director, the producer, and Sasha Yatsenko.",0.5465,0.5465,0.4047,0.5992,0.6569,0.5725,0.6277,0.6991,0.6901,0.7248,0.8195,0.8213
393,He was willing to go without sleep or food — and it was the same kind of situation here.,"He was ready to not sleep, not eat - and this was exactly such a situation.","He was ready to not sleep, not eat - and this was exactly the situation.",He was willing to forgo sleep and food for this very situation.,0.0289,0.0297,0.1382,0.1989,0.2292,0.2621,0.6881,0.6764,0.6951,0.8042,0.794,0.7998
394,"No sleep, no food for days on end, and it didn't matter, rain or shine.","Don't sleep, don't eat for days - and it doesn't matter, whether it's thunder or hail.","Not sleeping, not eating for days - and it's all the same, whether it's thunder or hail.","Without sleeping or eating for days, it doesn't matter what the weather brings - thunder or hail.",0.0713,0.0309,0.0342,0.3791,0.2076,0.0987,0.6619,0.6525,0.6898,0.6914,0.6684,0.7336
396,It's really easy for me to work in that kind of crazy atmosphere.,"In this atmosphere of madness, it is very easy to work.",It is very easy to work in this atmosphere of madness.,"In this frenzied atmosphere, the work is effortless.",0.0371,0.0839,0.0168,0.1563,0.3484,0.08,0.6701,0.7126,0.5838,0.7783,0.8153,0.7078
397,"And it seems to me that when people are moved to the point of pathological fanaticism by what they do, there's just no way it won't work out, because just too much energy is being spent on it.","And it seems to me that when people are so shifted to a painful fanaticism on what they are doing, it cannot but happen, because too much energy is spent.","When people become so obsessively fanatical about what they are doing, it is bound to fail, because they expend too much energy.","And it seems to me that when people become so obsessively passionate about what they are doing, it is inevitable that too much energy is spent.",0.2798,0.0319,0.2212,0.5544,0.2194,0.4149,0.6739,0.7062,0.7269,0.8007,0.7534,0.7747
399,What are the criteria for choosing material that you'll work with?,What are the criteria for selecting the material you will be working with?,What criteria are used to select the material you will be working with?,"Какие критерии используются для выбора материала, с которым вам предстоит работать?",0.3256,0.0427,0.0155,0.6271,0.4282,0.0,0.8589,0.8124,0.3082,0.9129,0.9245,0.8306
400,"I don't want it to be ridiculous — ridiculous dialog, films where nothing is said or people aren't wearing anything.","I don't want nonsense, stupid dialogues, films that say nothing, carry nothing.","I don't want any nonsense, stupid dialogues, or films that say or convey nothing.","I don't want any nonsense, stupid dialogues, or meaningless films that have no substance.",0.1212,0.118,0.1146,0.1953,0.2299,0.2299,0.6099,0.6517,0.6226,0.6763,0.7379,0.708
403,Right now I don't have any particular offers or plans.,There are no specific proposals and plans at the moment.,There are no specific proposals and plans at the moment.,There are currently no specific proposals or plans.,0.0205,0.0205,0.085,0.0,0.0,0.1913,0.7425,0.7425,0.7471,0.8173,0.8173,0.8395
414,Unstoppable,Uncontrolled.,The uncontrollable.,Uncontrollable.,0.0,0.0,0.0,0.0,0.0,0.0,0.3422,0.6254,0.5921,0.6505,0.6702,0.794
446,Technical director for online resources Andrei Zuev,"Andrew Zuev, technical director of the online division.","Andrew Zuev, the technical director of the online division.","Andrey Zuev, technical director of the online division.",0.0278,0.0248,0.0278,0.3599,0.3549,0.3599,0.6531,0.6346,0.6787,0.8337,0.8121,0.8355
449,Technical director of client relations Inna Klyuchareva,Head of Technical Customer Service Inna Klyuchareva.,Director of Technical Customer Service Inna Klyuchareva.,"Inna Klyuchareva, Director of Technical Customer Service.",0.0699,0.0699,0.0603,0.2143,0.4509,0.4509,0.6975,0.7249,0.7336,0.861,0.8814,0.8663
454,Telephone: +7 (495) 229-6200 Fax +7 (495) 229-6201,Phone: +7 (495) 229 6200 Fax: +7 (495) 229 62 01,Phone: +7 (495) 229-6200 Fax: +7 (495) 229-6201,Телефон: +7 (495) 229 6200 Факс: +7 (495) 229 62 01,0.3682,0.6998,0.3586,0.4518,0.7361,0.4518,0.811,0.9113,0.6886,0.9777,0.9863,0.976
456,"Address: 105082, Moscow, 12 Malaya Pochtovata St., building 1, office 309","105082, Moscow, Malaya Pochtovaya Street, 12, building 1, office 309.","Address: 105082, Moscow, Malaya Pochtovaya Street, 12, building 1, office 309.","105082, Москва, Малая Почтовая улица, дом 12, строение 1, Офис 309.",0.4936,0.5633,0.0409,0.5161,0.6113,0.0909,0.8276,0.8591,0.5489,0.8585,0.8956,0.7973
457,Printed at the Pushkinskaya Ploshad printing complex.,"Printed in the printing complex ""Pushkinskaya Square"".","Printed at the ""Pushkin Square"" printing complex.","Printed at the printing complex ""Pushkinskaya Square"".",0.0587,0.1757,0.1429,0.2143,0.6914,0.5357,0.7657,0.7545,0.7499,0.822,0.805,0.8351
462,THE FIRST THREE READERS WITH CORRECT ANSWERS WILL RECEIVE A YEAR SUBSCRIPTION AND OUO FROM OUR COLLECTION,A YEAR'S SUBSCRIPTION AND A COLLECTIBLE OWL AS A GIFT FOR THE FIRST THREE READERS WHO ANSWER CORRECTLY.,The first three readers who answer correctly will receive a year's subscription and a collectible owl as a gift.,A COLLECTIBLE OWL AND A YEAR'S SUBSCRIPTION AS A GIFT FOR THE FIRST THREE PEOPLE WHO ANSWER CORRECTLY.,0.162,0.0,0.0652,0.4812,0.5876,0.3692,0.5634,0.6684,0.536,0.77,0.524,0.7438
470,"The film follows the invention of Facebook, one of the first tools of the internet that united the whole world, caused five friends to feud, and made its creator — the 26-year-old Harvard student Mark Zuckerberg — the youngest billionaire of recent decades.","The painting narrates the invention of Facebook, one of the pioneering tools in the field of the internet, which united the whole world, estranged five friends, and made its creator - 26-year-old former Harvard student Mark Zuckerberg - the youngest billionaire of the last decades.","The story recounts the invention of Facebook, one of the pioneering internet tools that united the world, estranged a group of friends, and made its 26-year-old creator, former Harvard student Mark Zuckerberg, one of the youngest billionaires in recent decades.","Фильм повествует о создании Фейсбука, одного из первопроходцев в сфере интернета, который объединил весь мир, рассорил пятерых друзей и сделал своего создателя - 26-летнего бывшего студента Гарварда Марка Цукерберга - одним из самых молодых миллиардеров последних лет.",0.4206,0.34,0.0055,0.6769,0.5686,0.0,0.7139,0.7643,0.4933,0.8428,0.8517,0.6052
472,"Zuckerberg launches the site for a whole host of reasons: partially due to anger at the world, partly for the fun of it, and partly just because it's ""cool.""","Zuckerberg is launching the site for a whole range of reasons: partly out of bitterness towards the surrounding world, partly out of sporting interest, and partly just because IT'S ""cool"".","Zuckerberg is launching the site for a range of reasons: partly out of bitterness towards the surrounding world, partly out of interest, and partly just because it's ""cool"".","Zuckerberg is launching the site for a variety of reasons: partly out of a sense of curiosity, partly because he finds it interesting, and partly simply because he thinks it's cool.",0.2787,0.3745,0.1542,0.5484,0.4848,0.2875,0.7654,0.8056,0.7393,0.9006,0.9003,0.8569
475,"The same can be said of the director, Fincher: the relatively conservative (with the exception of The Winklevoss Twins were played by actors who don't look like one another.","The same goes for Fincher's directing: relatively restrained (with the exception of the Winklevoss twins, where the actors played roles that were unlike each other).","The same goes for Fincher's directing: relatively restrained, except for the Winklevoss twins, who were played by dissimilar actors.","The same goes for Fincher's directing: relatively restrained, except for the Winklevoss twins, where the actors played distinctly different roles.",0.1554,0.042,0.0175,0.2758,0.2959,0.1601,0.6264,0.6007,0.6281,0.7709,0.7558,0.7173
480,"STARRING: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, John Pence","Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, Joshua Pence.","In the roles: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, Joshua Pence.","Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, Joshua Pence",0.7857,0.717,0.7862,0.7748,0.7572,0.8502,0.753,0.7472,0.7671,0.8867,0.9154,0.8876
483,"The color palette plays a role: it's warm, at times sunny, and even in the dark it's still cozy. It weaves between two tangled chains of events and two separate lawsuits.","The color palette plays its role: warm, in places sunny, even remaining cozy in the dark, it maneuvers between two tangled chains of events and two isolated lawsuits.","The color palette plays a role: warm, at times sunny, and even remaining cozy in the dark, it navigates between two entangled sequences of events and two separate legal disputes.","The warm, at times sunny color palette, even remaining cozy in the dark, navigates between two intertwined legal disputes and court cases.",0.3342,0.478,0.15,0.6218,0.7048,0.2952,0.7276,0.7543,0.6267,0.8036,0.8427,0.7799
486,"After watching The Social Network, you get a strong feeling that the film is a portrait of our times and that its incompleteness is, in this case, an important artistic device.","After watching, there is a persistent feeling that ""The Social Network"" is a portrait of our time, and the unsaid in this case is an important artistic device.","After watching, there is a persistent feeling that ""The Social Network"" is a portrait of our time, and the sense of incompleteness in this case is an important artistic device.","After watching, there is a lasting impression that the film ""The Social Network"" is a portrait of our time, and the unspoken aspects in this case are an important artistic device.",0.3106,0.3132,0.3157,0.5194,0.4919,0.5534,0.6444,0.7522,0.7032,0.8024,0.8464,0.829
488,"Now, when the daily financial turnover is even higher, the politics is played out on beaches rather than in conference rooms.","Now, when the daily solvency has become even higher, the policy is implemented not in board meetings, but in sandboxes.","The company's daily liquidity has become even higher, and the policy is now being implemented in testing environments rather than board meetings.",The policy is now being implemented in more informal settings rather than formal board meetings.,0.2651,0.0561,0.0198,0.4117,0.3262,0.1824,0.5258,0.5457,0.4824,0.6345,0.6265,0.5858
491,"Meanwhile, the Winklevosses (Hammer and Pence) throw a tantrum. Who said that rich, handsome, sporty people also have to be smart?","The Winklevoss twins (Hammer and Pence), meanwhile, are stomping their feet: who said that the rich, beautiful, and athletic cannot also be intelligent?","The Winklevoss brothers are stomping their foot: who said that the rich, beautiful, and athletic cannot also be intelligent?","The Winklevoss twins, Cameron and Tyler, are indignantly protesting: who said that the wealthy, attractive, and athletic cannot also be intelligent?",0.1582,0.0252,0.0212,0.3768,0.3309,0.3006,0.6327,0.513,0.6059,0.7085,0.6465,0.7597
495,And what are the social consequences that will be brought about by his invention?,And what social consequences will his invention entail?,And what social consequences will its invention entail?,What kind of social consequences might his invention bring about?,0.0485,0.0424,0.0434,0.3814,0.3328,0.2321,0.8363,0.7447,0.8396,0.901,0.8711,0.9026
