index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
341,Robert Rodriguez got the rights to the rotoscope-animated 80s fantasy cartoon and plans to turn it into a large-scale film.,Robert Rodriguez has acquired the rights to a rotoscope fantasy cartoon from the 80s and plans to turn it into a major film.,Robert Rodriguez has acquired the rights to a rotoscoped fantasy cartoon from the 80s and plans to turn it into a major film.,"Robert Rodriguez has acquired the rights to a rotoscope fantasy cartoon from the 80s, an animation technique where live-action footage is traced over, and plans to adapt it into a large-scale film.",0.3695,0.3695,0.2308,0.8082,0.8082,0.7348,0.8079,0.8038,0.7339,0.8767,0.8836,0.8216
343,"The subject of the cartoon was swords, sorcery, and a lot of illustrated boobs.","The theme of the cartoon was swords, magic, and a large number of drawn breasts.","The theme of the cartoon was swords, magic, and a large number of illustrated breasts.","The theme of the cartoon was swords, magic, and a lot of illustrated breasts.",0.3619,0.3818,0.5857,0.6996,0.7722,0.8552,0.6567,0.7238,0.7445,0.8493,0.8689,0.8811
347,"The person returning the characters to the big screen is none other than Michael Bay — the sovereign lord of action films, explosions, and horror remakes.","The heroes will return to the big screen thanks to none other than Michael Bay - the master of action, explosions, and horror remakes.","The heroes will return to the big screen brought by none other than Michael Bay - the master of action, explosions and horror remakes.","The heroes will return to the big screen by none other than Michael Bay, the lord of action, explosions, and horror remakes.",0.4313,0.3254,0.4543,0.667,0.6359,0.6409,0.7537,0.735,0.7311,0.8818,0.8671,0.8568
353,"""In our time, Chinese women lead large businesses and win Olympic gold medals.",— Chinese women nowadays run large businesses and win Olympic gold.,— Chinese women nowadays run large businesses and win Olympic gold.,"— Chinese women in our time are now leading large businesses, and winning Olympic gold medals.",0.3463,0.3463,0.2104,0.6201,0.6201,0.7278,0.7676,0.7676,0.7688,0.8862,0.8862,0.8726
367,But that connection happened literally just a few minutes after we met each other.,And this contact happened literally a few minutes after we met.,And this contact happened literally a few minutes after we met.,"And, this contact happened literally just a few minutes after our introduction.",0.3764,0.3764,0.4163,0.505,0.505,0.5065,0.7732,0.7732,0.778,0.8793,0.8793,0.863
373,How was it filming in Sevastopol?,How did the filming in Sevastopol go?,How did the filming in Sevastopol go?,How did the filming go in Sevastopol?,0.1562,0.1562,0.1562,0.4189,0.4189,0.5174,0.7229,0.7229,0.7532,0.933,0.933,0.9371
375,"I'd never toured there, never vacationed there, and I'd never been there as a kid.","I have never toured there, nor have I visited for vacation or during my childhood.","I have never been there for any reason, whether for touring, vacation, or childhood visits.","I have never performed there, nor have I visited for vacation or as a child.",0.138,0.0591,0.0343,0.1333,0.1963,0.248,0.7239,0.6536,0.5794,0.7519,0.6691,0.7298
380,So it turns out you didn't have any trouble acting like you were in love with the city.,It turns out it wasn't difficult for you to play being in love with this city.,It turns out it wasn't difficult for you to pretend to be in love with this city.,It turns out it wasn't difficult for you to pretend to be in love with this city.,0.0769,0.0768,0.0768,0.4307,0.4283,0.4283,0.5806,0.7294,0.7294,0.7139,0.7617,0.7617
381,"All in all, you were extremely organic on screen, which is something lots of people, honestly, didn't expect.","Overall, you are extremely natural on screen, which, frankly speaking, many did not expect.","Overall, you are extremely natural on screen, which, frankly speaking, many did not expect.","Overall, you are extremely authentic on screen, which many, to be honest, did not expect.",0.1457,0.1457,0.1536,0.2114,0.2114,0.2888,0.7621,0.7621,0.7375,0.836,0.836,0.836
387,"I know that things are always clearer from someone else's perspective, and, again, I ask for pointers and talk with the director at length. I don't even really talk with him, rather he has some initial conversations with me and explains extremely clearly and precisely what he needs.","I completely understand that it's easier to see from the outside, and once again, I ask for guidance and have long conversations with the director. In fact, it's not so much me talking to him, but him having preliminary discussions with me, explaining very clearly and precisely what he needs.","I completely understand that it's easier to see from the outside, and once again, I ask for guidance and have long conversations with the director. In fact, it's not so much me talking to him, but him initiating preliminary discussions with me, explaining very clearly and precisely what he needs.","I completely understand that it's easier to see things from an outside perspective, and once again, I repeatedly seek guidance and engage in lengthy discussions with the director; in fact, it's more him having preliminary discussions with me, explaining very clearly and precisely what he needs.",0.2188,0.2188,0.189,0.3808,0.3929,0.318,0.6792,0.6771,0.6546,0.804,0.8018,0.7932
390,"I just loved everyone — the cameraman, the director, the producer, Sasha Yatsenko.","I was thrilled with everyone: the cameraman, the director, the producer, Sasha Yatsenko.","I was thrilled with everyone: the cameraman, the director, the producer, Sasha Yatsenko.","I enjoyed everyone: the cameraman, the director, the producer, Sasha Yatsenko.",0.6591,0.6591,0.7051,0.6885,0.6885,0.7707,0.7867,0.7867,0.7894,0.8865,0.8865,0.9085
393,He was willing to go without sleep or food — and it was the same kind of situation here.,He was prepared to go without sleep or food - and this was exactly such a situation.,He was prepared to go without sleep or food—and this was exactly such a situation.,He was prepared to go without sleep or food—this was exactly the situation.,0.2947,0.2242,0.223,0.5149,0.4188,0.4677,0.7927,0.8127,0.7738,0.8769,0.8824,0.8679
394,"No sleep, no food for days on end, and it didn't matter, rain or shine.","Not sleeping, not eating for days on end - and still, whether it's thunder or hail.","Not sleeping, not eating for days on end - and still, come thunder or hail.","Not sleeping, not eating for days on end; and yet, come what may, be it thunder or hail.",0.1507,0.1474,0.1328,0.2954,0.2973,0.3341,0.5772,0.6287,0.6419,0.5982,0.5547,0.6395
396,It's really easy for me to work in that kind of crazy atmosphere.,"""In this atmosphere of madness, it is very easy to work.""","""In this atmosphere of madness, one can work very easily.""","""It's very easy to work in this atmosphere of madness.""",0.0368,0.0188,0.0959,0.1172,0.0787,0.3512,0.6864,0.659,0.7336,0.812,0.7641,0.8185
397,"And it seems to me that when people are moved to the point of pathological fanaticism by what they do, there's just no way it won't work out, because just too much energy is being spent on it.","And it seems to me that when people are so obsessively fanatical about what they do, it cannot fail because too much energy is expended.","And it seems to me that when people are so obsessively fanatical about what they do, it cannot but succeed because too much energy is expended.","And it seems to me that when people are driven to painful fanaticism in what they do, it cannot not succeed, as too much energy is expended.",0.2769,0.2814,0.2956,0.476,0.497,0.5068,0.7183,0.7362,0.7069,0.7839,0.7928,0.816
399,What are the criteria for choosing material that you'll work with?,What are the selection criteria for the material you will be working with?,What are the selection criteria for the material you will be working with?,What are the selection criteria for the materials you will work with?,0.1106,0.1106,0.1513,0.6271,0.6271,0.6327,0.8319,0.8319,0.8192,0.9033,0.9033,0.9304
400,"I don't want it to be ridiculous — ridiculous dialog, films where nothing is said or people aren't wearing anything.","I don't want nonsense, silly dialogues, movies that say nothing, that carry nothing.","I don't want nonsense, silly dialogues, or movies that say nothing and carry nothing.","I don't want foolishness, silly dialogues, movies that say nothing, mean nothing, or carry nothing.",0.1108,0.1146,0.1172,0.1526,0.2299,0.1923,0.5697,0.6236,0.6172,0.6714,0.6964,0.6848
403,Right now I don't have any particular offers or plans.,There are no specific proposals or plans at the moment.,There are no specific proposals or plans at the moment.,There are no specific proposals or plans currently.,0.0403,0.0403,0.0402,0.05,0.05,0.051,0.7508,0.7508,0.7391,0.8472,0.8472,0.8472
414,Unstoppable,"""Uncontrolled""","""Unmanageable""","""Ungovernable""",0.0,0.0,0.0,0.0,0.0,0.0,0.5293,0.6727,0.5668,0.6573,0.7094,0.7358
446,Technical director for online resources Andrei Zuev,Technical Director of the Online Division Andrey Zuev,Technical Director of the Online Division Andrey Zuev,Online Sector Technical director Andrey Zuev,0.033,0.033,0.0809,0.4445,0.4445,0.4574,0.7246,0.7246,0.6508,0.8609,0.8609,0.8819
449,Technical director of client relations Inna Klyuchareva,Technical Client Relations Director Inna Klyuchareva,Technical Client Relations Director Inna Klyuchareva,"Director of Client Relations in the Technical Field, Inna Klyuchareva",0.0809,0.0809,0.0474,0.7407,0.7407,0.9212,0.8248,0.8248,0.741,0.9055,0.9055,0.8686
454,Telephone: +7 (495) 229-6200 Fax +7 (495) 229-6201,Phone: +7 (495) 229 6200 Fax: +7 (495) 229 62 01,Phone: +7 (495) 229 6200 Fax: +7 (495) 229 62 01,Phone: +7 (495) 229-6200 Fax:+7 (495) 229-6201,0.3682,0.3682,0.6998,0.4518,0.4518,0.5646,0.811,0.811,0.8815,0.9777,0.9777,0.981
456,"Address: 105082, Moscow, 12 Malaya Pochtovata St., building 1, office 309","Address: 105082, Moscow, Malaya Pochtovaya Street, Building 12, Structure 1, Office 309","Address: 105082, Moscow, Malaya Pochtovaya Street, Building 12, Structure 1, Office 309","Address: 105082, Moscow, Malaya Pochtovaya Street, Building 12, Unit 1, Office 309",0.3293,0.3293,0.3293,0.6757,0.6757,0.6757,0.8315,0.8315,0.8327,0.8703,0.8703,0.8885
457,Printed at the Pushkinskaya Ploshad printing complex.,"Printed at the ""Pushkinskaya Square"" printing complex.","Printed at the ""Pushkinskaya Ploshchad"" printing complex.",Printed at the Pushkin Square Printing Complex.,0.1826,0.1826,0.1477,0.6914,0.6914,0.6914,0.806,0.8482,0.7652,0.823,0.8418,0.7796
462,THE FIRST THREE READERS WITH CORRECT ANSWERS WILL RECEIVE A YEAR SUBSCRIPTION AND OUO FROM OUR COLLECTION,A GIFT FOR THE FIRST THREE READERS WHO ANSWER CORRECTLY — AN ANNUAL SUBSCRIPTION AND A SOUVENIR FROM THE COLLECTION,A GIFT FOR THE FIRST THREE READERS WHO ANSWER CORRECTLY: AN ANNUAL SUBSCRIPTION AND AN OOU FROM THE COLLECTION,The first three readers to answer correctly will receive an annual subscription along with a souvenir from the collection.,0.1577,0.1577,0.0,0.4789,0.4817,0.5165,0.6403,0.7118,0.6641,0.8175,0.8045,0.5709
470,"The film follows the invention of Facebook, one of the first tools of the internet that united the whole world, caused five friends to feud, and made its creator — the 26-year-old Harvard student Mark Zuckerberg — the youngest billionaire of recent decades.","The painting tells the story of the invention of Facebook, one of the pioneering tools in the realm of the internet, which united the entire world, caused a rift among five friends, and made its creator, 26-year-old former Harvard student Mark Zuckerberg, the youngest billionaire in recent decades.","The film tells the story of the invention of Facebook, one of the pioneering tools in the realm of the internet, which united the entire world, caused a rift among five friends, and made its creator, 26-year-old former Harvard student Mark Zuckerberg, the youngest billionaire in recent decades.","The story tells of the invention of Facebook, a pioneering tool in the internet realm, which united the entire world, caused a rift among five friends and made its creator, 26-year-old former Harvard student Mark Zuckerberg, the youngest billionaire in recent decades.",0.34,0.3458,0.2721,0.5875,0.6019,0.5508,0.7528,0.8106,0.7829,0.8483,0.8545,0.8489
472,"Zuckerberg launches the site for a whole host of reasons: partially due to anger at the world, partly for the fun of it, and partly just because it's ""cool.""","Zuckerberg is launching the site for a variety of reasons: partly due to resentment towards the world around him, partly out of a competitive interest, and partly just because it's ""cool.""","Zuckerberg is launching the site for a variety of reasons: partly due to bitterness towards the surrounding world, partly out of a competitive interest, and partly just because it's ""cool.""","Zuckerberg is launching the site for a variety of reasons: partly due to his bitterness towards the world, partly out of competitive interest, and partly just because it's ""cool.""",0.411,0.4311,0.4703,0.5687,0.6131,0.6152,0.7701,0.7713,0.7649,0.91,0.9014,0.9044
475,"The same can be said of the director, Fincher: the relatively conservative (with the exception of The Winklevoss Twins were played by actors who don't look like one another.","The same goes for Fincher's direction: relatively restrained (with the exception of the Winklevoss twins, who were played by actors that did not resemble each other).","The same goes for Fincher's direction: relatively restrained, except for the Winklevoss twins, who were played by actors that did not resemble each other.","Fincher's direction is comparatively restrained (with the exception of the Winklevoss twins, played by actors who were distinctly different from each other).",0.2193,0.0996,0.1973,0.4686,0.3362,0.4162,0.6426,0.6471,0.622,0.7885,0.7966,0.7522
480,"STARRING: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, John Pence","CAST: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, Josh Pence","CAST: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Ermi Hammer, Josh Pence","Starring: Jesse Eisenberg, Andrew Garfield, Rooney Mara, Justin Timberlake, Armie Hammer, Josh Pence",0.8404,0.7042,0.8404,0.8436,0.7588,0.9209,0.8474,0.7851,0.8384,0.9344,0.9165,0.9475
483,"The color palette plays a role: it's warm, at times sunny, and even in the dark it's still cozy. It weaves between two tangled chains of events and two separate lawsuits.","The color palette plays its role: warm, at times sunny, remaining cozy even in the dark, it maneuvers between two intertwined chains of events and two separate legal battles.","The color palette plays its role: warm, at times sunny, remaining cozy even in the dark, it maneuvers between two intertwined chains of events and two separate legal battles.","The color palette plays its role; warm, at times sunny, remaining cozy even in the dark, it navigates between two intertwined chains of events and two distinct legal battles.",0.4023,0.4023,0.3626,0.6692,0.6692,0.6072,0.7182,0.7182,0.7461,0.8296,0.8296,0.8435
486,"After watching The Social Network, you get a strong feeling that the film is a portrait of our times and that its incompleteness is, in this case, an important artistic device.","After watching, there is a persistent feeling that ""The Social Network"" is a portrait of our time, and the lack of explicitness in this case is an important artistic device.","After watching, there is a persistent feeling that ""The Social Network"" is a portrait of our time, and the lack of explicitness in this case is an important artistic device.","After watching, one gets a persistent feeling that ""The Social Network"" is a portrait of our time and that the ambiguity in this case is an important artistic device.",0.3103,0.3103,0.3211,0.4728,0.4728,0.655,0.7293,0.7293,0.736,0.8321,0.8321,0.832
488,"Now, when the daily financial turnover is even higher, the politics is played out on beaches rather than in conference rooms.","Now that daily solvency has become even higher, policy is no longer implemented in board meetings, but in sandboxes.","Now that daily solvency has become even higher, policy is no longer implemented in board meetings, but in sandboxes.","Now that daily financial capacity has increased even more, policy is no longer implemented in board meetings, but in informal settings.",0.0517,0.0517,0.0244,0.1788,0.1788,0.1771,0.512,0.512,0.568,0.6639,0.6639,0.6681
491,"Meanwhile, the Winklevosses (Hammer and Pence) throw a tantrum. Who said that rich, handsome, sporty people also have to be smart?","The Winklevosses (Hammer and Pence), meanwhile, are stomping their feet: who said that the rich, beautiful, and athletic can't also be smart?","The Winklevosses (Hammer and Pence), meanwhile, are stomping their feet: who said that the rich, beautiful, and athletic can't also be smart?","The Winklevosses (Armie Hammer and Josh Pence), meanwhile, are making a fuss: who said that the rich, beautiful, and athletic can't also be smart?",0.2348,0.2348,0.0598,0.4845,0.4845,0.4714,0.6373,0.6373,0.6794,0.7318,0.7318,0.7956
495,And what are the social consequences that will be brought about by his invention?,And what social consequences will its invention entail?,And what social consequences will its invention entail?,And what social consequences will result from its invention?,0.0424,0.0424,0.0487,0.3328,0.3328,0.3786,0.7447,0.7447,0.7933,0.8711,0.8711,0.896
