index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
202,"At the finale, Dr. Friederike Schuler will also give a lecture on wall-based art in the service of the community. With the aid of numerous example images, she will present the special features of mural paintings from the Weimar Republic and ask for connections between this art genre in the Federal Republic with a focus on North Rhine-Westphalia from the 1950s to the 1970s.","For the finissage, Dr. Friederike Schuler will also give a lecture on wall-bound art in the service of the community. Using numerous visual examples, she will present the peculiarities of mural painting from the Weimar Republic and ask about the connections to this art form in the Federal Republic, with a focus on North Rhine-Westphalia in the 1950s to 1970s.","For the closing event, Dr. Friederike Schuler will also give a lecture on wall-bound art in the service of the community. Using numerous visual examples, she will present the peculiarities of wall-bound art from the Weimar Republic and explore the connections to this art form in the Federal Republic, with a focus on North Rhine-Westphalia in the 1950s to 1970s.","For the closing reception, Dr. Friederike Schuler will also give a lecture on community-oriented mural art. Using numerous visual examples, she will present the distinctive features of mural painting from the Weimar Republic and explore the connections to this art form in the Federal Republic of Germany, with a focus on North Rhine-Westphalia in the 1950s to 1970s.",0.4938,0.4722,0.4008,0.7243,0.6689,0.6683,0.7329,0.7384,0.699,0.8348,0.842,0.8469
214,"""He was an important advisor in our party into his old age, and his wisdom will be missed.""","""Until old age, he was an important advisor in our party, whose wisdom will be missed.""","""Until his old age, he was an important advisor in our group, whose wisdom will be missed.""","""Until his advanced age, he was an important advisor whose counsel will be sorely missed in our party.""",0.5462,0.5448,0.2163,0.6689,0.7157,0.5208,0.7071,0.738,0.6757,0.9175,0.902,0.8901
218,"According to a report by the Deutsche Presse-Agentur (dpa), Modrow had taken a ""thoroughly critical"" view of the new state. German unity had been achieved too quickly, the GDR had gone down too unconditionally, and it had been condemned too one-sidedly as an ""unjust state,"" Modrow stated in many interviews, according to the dpa.","According to a report by the German Press Agency (dpa), Modrow had seen the new state ""quite critically"". The German unification had been implemented too quickly, the GDR had been abolished too unconditionally, and it had been condemned too one-sidedly as a ""dictatorship"", Modrow had criticized according to dpa in many interviews.","According to a report by the German Press Agency (dpa), Modrow had viewed the new state quite critically. The German unification had occurred too quickly, the GDR had been abolished too unconditionally, and it had been condemned too one-sidedly as a ""state of injustice"", Modrow had criticized in many interviews, according to dpa.","The German unification had been implemented too quickly, the GDR had collapsed too unconditionally, and it had been condemned too one-sidedly as an authoritarian state, Modrow had criticized according to the German Press Agency in many interviews.",0.4294,0.474,0.2673,0.6548,0.7096,0.4874,0.6952,0.7521,0.6143,0.8098,0.828,0.7292
219,What happened at night,What happened during the night.,What has happened during the night.,What happened at night.,0.0955,0.0435,0.6687,0.4573,0.2381,0.7361,0.8347,0.7752,0.9329,0.929,0.9144,0.9658
221,"Kyiv - The latest wave of Russian missile strikes is again forcing emergency repairs to Ukraine's power grid. But Ukraine is also attacking Russian positions. Several thermal and hydroelectric power plants have been damaged, the head of the Ukrenergo power company, Volodymyr Kudrytskyi, said on Ukrainian television Friday evening. He disclosed that the power supply was particularly bad in the Kharkiv region. Due to the instability in the Ukrainian power grid, a reactor unit had to be shut down at the Khmelnytskyi Nuclear Power Plant, and production was cut at the Rivne and South Ukraine Nuclear Power Plants.","Kyiv - The latest wave of Russian missile attacks is forcing emergency repairs on the Ukrainian power grid again. But Ukraine is also attacking Russian positions. Several heat and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply in the Kharkiv region is particularly bad. Due to the instability in the Ukrainian power grid, a reactor block had to be shut down at the Khmilnytskyi nuclear power plant, and production was reduced at the Rivne and South Ukraine nuclear power plants.","Kyiv - The latest wave of Russian missile attacks is forcing emergency repairs on the Ukrainian power grid again. But Ukraine is also attacking Russian positions. Several heat and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply in the Kharkiv region is particularly poor. Due to the instability in the Ukrainian power grid, a reactor block had to be shut down at the Khmilnytskyi nuclear power plant, and production was reduced at the Rivne and South Ukraine nuclear power plants.","Kyiv - The latest wave of Russian missile attacks is forcing emergency repairs on the Ukrainian power grid again. But Ukraine is also attacking Russian positions. Several heat and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply in the Kharkiv region is particularly bad. Due to the instability in the Ukrainian power grid, a reactor at the Khmilnytskyi nuclear power plant had to be shut down, and production was reduced at the Rivne and South Ukraine nuclear power plants.",0.5398,0.5362,0.5251,0.7851,0.7851,0.7615,0.7725,0.7699,0.7666,0.8514,0.8519,0.8518
224,"February 24th will mark one year of the war. U.S. President Joe Biden announced a visit to key Ukraine supporter Poland shortly before the anniversary. Meanwhile, the threat of Russian missile strikes continued into Saturday night. An air alert was sounded in the capital Kyiv late Friday night for the fifth time that day. ""There is a threat of a drone attack,"" the military administration of the Kyiv region announced. Iranian-made combat drones were also spotted and shot down over the Mykolaiv and Odessa regions in the south.","On February 24, war will have been raging for a year. US President Joe Biden announced a visit to the important Ukraine supporter Poland shortly before the anniversary. The danger from Russian missile attacks, however, also continued into the night on Saturday. In the capital Kyiv, air raid alerts were sounded for the fifth time that day late on Friday evening. ""An attack with drones is threatened,"" the military administration of the Kyiv region reported. Iranian-made combat drones were also spotted and shot down over the Mykolaiv and Odesa regions in the south.","On February 24, it will have been one year since the war began. US President Joe Biden announced a visit to Poland, an important supporter of Ukraine, shortly before the anniversary. The danger from Russian missile attacks continued into the night on Saturday. In the capital Kyiv, air raid alerts were sounded for the fifth time that day late on Friday evening. The military administration of the Kyiv region reported that an attack with drones was threatened. Iranian-made combat drones were also spotted and shot down over the Mykolaiv and Odesa regions in the south.","On February 24, the war will have been raging for a year. The President of the United States, Joe Biden, announced a visit to the important Ukraine supporter Poland shortly before the anniversary. The danger from Russian missile attacks, however, also continued into the night on Saturday. In the capital Kyiv, air raid alerts were sounded for the fifth time that day late on Friday evening. ""An attack with drones is threatened,"" the Kyiv region military administration reported. Iranian-made combat drones were also spotted and shot down over the Mykolaiv and Odesa regions in the south.",0.4371,0.386,0.3571,0.6868,0.6844,0.6456,0.6653,0.707,0.6894,0.8342,0.8438,0.8357
227,Renovation backlog of 80 billion euros,Backlog of renovations worth 80 billion euros.,The backlog of renovations totals 80 billion euros.,An 80 billion euro backlog in renovations.,0.1477,0.1492,0.065,0.7311,0.7194,0.6148,0.8043,0.768,0.7055,0.9299,0.9059,0.8968
236,"As a result, the first defense projects have already been canceled, and further projects are threatened with the same, as reported by ""Welt am Sonntag."" However, it is not yet possible to say which specific investments will be cancelled. ""There is no need to assign specific procurement measures to a possible savings requirement at this stage,"" a response from the German government to a question from Bundestag member Ingo Gädechens (CDU) stated.","First armaments projects have already been canceled, further plans are threatened with the same fate, as reported by the ""Welt am Sonntag"". However, it cannot yet be said which specific investments would be dropped. ""There is no need to assign any specific procurement measures to a potential need for savings at this time,"" says a response from the federal government to a request from Bundestag member Ingo Gädechens (CDU).","First armaments projects have already been canceled, and further projects are threatened with the same fate, as reported by the ""Welt am Sonntag"" newspaper. However, it cannot yet be said which specific investments will be dropped. ""There is no need to assign any specific procurement measures to a potential need for savings at this time,"" says a response from the federal government to a request from Bundestag member Ingo Gädechens (CDU).","The German government has already canceled some armaments projects, and further projects are at risk of the same fate, as reported by the ""Welt am Sonntag"". However, the specific investments that would be dropped cannot yet be determined. The federal government has stated that there is no need to assign any concrete procurement measures to a potential need for savings at this time.",0.436,0.5207,0.2038,0.6896,0.7347,0.3856,0.7059,0.7209,0.6334,0.8026,0.8231,0.768
242,Many Stuttgart residents heeded the call of Feuerbach's DITIB mosque community on Friday evening,Many Stuttgart residents followed the call of the Feuerbach Ditib mosque community on Friday evening.,Many Stuttgart residents followed the call of the Feuerbach Ditib mosque community on Friday evening.,Many Stuttgarters responded to the call of the Feuerbach Ditib mosque community on Friday evening.,0.385,0.385,0.3238,0.7614,0.7614,0.6865,0.7402,0.7402,0.7429,0.8645,0.8645,0.8686
247,There is great solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region. The fundraising campaign of the Turkish-Islamic Union for Religious Affairs (DITIB) has already raised several million euros.,The solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region is great. Several million euros have already been raised in the donation campaign of the German Islamic Association Turkish-Islamic Union (Ditib).,The solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region is great. Several million euros have already been raised in the donation campaign of the German Turkish-Islamic Union (Ditib).,The solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region is strong. More than a million euros have already been raised in the donation campaign of the German Turkish-Islamic Union (DITIB).,0.4332,0.4569,0.4473,0.6579,0.6618,0.6248,0.7534,0.7559,0.74,0.8602,0.8759,0.8792
250,"""After eating, you should rest or take a thousand steps"" .... The older ones know the saying, the younger ones just put it into practice. Either way, in the years of the pandemic, the good old digestive walk has experienced an unexpected renaissance. For those who, thanks to their home office, are not sitting in the middle of a stone desert, but rather just a stone's throw away from fields, forests and meadows, now use their lunch break either after a quick snack in front of the screen or as a substitute for a walk in the fresh air. At least, that's the impression one might get around Lake Egglburg, where it's not just dog owners who are out and about between noon and 2 p.m.","""After eating, you should rest or take a thousand steps"".... The older ones know the proverb, the younger ones simply put it into practice. One way or the other, the good old digestive walk has experienced an unexpected renaissance in the years of the pandemic. Because those who, thanks to home office, are not sitting in the middle of a desert of stones, but rather only a stone's throw away from fields, forests and meadows, now use the lunch break either after the quick snack in front of the screen or instead for a walk in the fresh air. At least this impression could be gained around the Egglburger See, where between 12 and 2 o'clock it is by no means only dog owners who are bustling about.","""After eating, you should rest or take a thousand steps."" The older ones know the proverb, the younger ones simply put it into practice. One way or the other, the good old digestive walk has experienced an unexpected renaissance in the years of the pandemic. Because those who, thanks to the home office, are not sitting in the middle of a desert of stones, but rather just a short distance from fields, forests and meadows, now use the lunch break either after the quick snack in front of the screen or instead for a walk in the fresh air. At least this impression could be gained around the Egglburger See, where between 12 and 2 o'clock it is by no means only dog owners who are bustling about.","""After a meal, you should rest or take a brisk walk. This old saying is well-known to the older generation, and the younger generation has simply put it into practice. One way or another, the good old post-meal stroll has experienced an unexpected renaissance during the pandemic years. Those who, thanks to remote work, are not sitting in the middle of a rocky area but rather just a stone's throw away from fields, forests, and meadows, now use their lunch break either after a quick snack in front of the screen or instead for a walk in the fresh air. This can be observed around the Egglburger Lake, where between noon and 2 p.m., it is by no means only dog owners who are out and about.""",0.5977,0.5509,0.4967,0.7067,0.6923,0.6328,0.6321,0.6358,0.6397,0.779,0.7857,0.8051
251,"One reason, of course, could be that modern people, in the course of an optimal use of time slots, can combine the healthy supply of fresh air with other things. After all, why not take a short walk through nature to hear news about the neighborhood from a neighbor you haven't seen in a long time? Or meet the friend whom you have never made it to the cinema with in the evening, not even to the Old Cinema? This is also a good way to combine work and private life - who says that an appointment with a tax advisor, lawyer, or investment advisor can't take place outdoors? Provided there are no eavesdroppers in the vicinity, of course.","A reason could of course also lie in the fact that modern man, in the course of optimal time slot utilization, can combine the health-promoting supply of fresh air with other things. For why not take the opportunity of a short walk through nature to learn about the latest news from the settlement from the neighbor you haven't seen in a long time? Or meet the friend you never manage to go to the cinema with in the evening, not even to the Old Cinema? In this way, work and private life could also be combined - who says that the appointment with the tax advisor, lawyer or investment advisor cannot take place outdoors? As long as there are no foreign ears nearby, of course.","Here is the improved translation sentence:

A reason could also lie in the fact that contemporary people, in the course of optimal time slot utilization, can combine the health-promoting supply of fresh air with other activities. For why not take the opportunity of a short walk through nature to learn about the latest news from the nearby neighborhood from the neighbor you haven't seen in a long time? Or meet the friend you never manage to go to the cinema with in the evening, not even to the Old Cinema? In this way, work and private life could also be combined - who says the appointment with the tax advisor, lawyer or investment advisor cannot take place outdoors? As long as there are no others nearby, of course.","A modern person could combine the health benefits of fresh air with other activities during their free time. For example, why not take a short walk in nature to catch up with a neighbor you haven't seen in a while? Or meet up with a friend you never manage to see in the evenings, even at the cinema? This way, you could integrate work and personal life - who says a meeting with a professional can't take place outdoors, as long as there are no eavesdroppers around?",0.4606,0.4307,0.2122,0.713,0.7011,0.3816,0.6516,0.6518,0.6274,0.8023,0.8099,0.7939
262,"The disclosure to Congress is probably more sensitive for Trump: There, the circle of those authorized to access the information is somewhat larger and, under certain conditions, individual details could be published in the course of the committee's investigation. Furthermore, confidential information from Congress is also repeatedly leaked to the outside.","The release to Congress is likely more delicate for Trump: The circle of authorized access is somewhat larger there, and under certain conditions, individual details could be published in the course of the committee's investigation. Furthermore, confidential information also keeps leaking out of Parliament.","The disclosure to Congress is likely more delicate for Trump: The group of authorized individuals is somewhat larger there, and under certain conditions, individual details could be published during the course of the committee's investigation. Furthermore, confidential information also continues to leak out of Parliament.","The release to Congress is likely more sensitive for Trump: The circle of authorized access is somewhat larger there, and under certain conditions, individual details could potentially be disclosed during the committee's investigation. Furthermore, confidential information also tends to leak from Congress.",0.4597,0.4364,0.3612,0.634,0.6082,0.5987,0.7504,0.7556,0.7564,0.8633,0.8581,0.8712
264,Cabaret at the Bastion: Life plays between birth and death,"Between birth and death, life plays out.",Life plays out between birth and death in the cabaret at the bastion.,Cabaret at the Bastion: Life unfolds between birth and death.,0.1021,0.2402,0.634,0.499,0.8576,0.7938,0.5599,0.6664,0.8305,0.659,0.7843,0.8849
276,"And he breaks it down to the most important question that many avoid: What is really important? He does all this with a huge wink, in an unagitated and very ironic way. And so we are not only very entertained, but can also learn something in the process.","And he breaks it down to the most important question that many push in front of themselves: What is really important? All of this with a huge wink, calmly and very ironically. And so not only are they well entertained, but they can also learn something in the process.","And he breaks it down to the most important question that many push aside: What is really important? All of this with a big wink, calmly and very ironically. And so they are not only well entertained, but they can also learn something in the process.","And he breaks it down to the most important question that many push in front of themselves: What is truly important? He does this with a playful wink, in a relaxed and very ironic manner. So the audience is not only well entertained, but can also learn something.",0.5552,0.5227,0.4633,0.7921,0.7573,0.6874,0.7442,0.761,0.7286,0.8641,0.8739,0.861
278,My cell phone rings with an unknown number. I make an assumption. This honest woman has found my wallet.,My cell phone is ringing with an unknown number. I answer. This woman is the honest finder of her wallet.,My cell phone is ringing with an unknown number. I answer. This woman is the honest finder of the purse.,My cell phone is ringing with an unknown number. I answer. This woman is the honest finder of my wallet.,0.3124,0.2982,0.3412,0.5677,0.5352,0.6646,0.6298,0.6191,0.6758,0.7893,0.8353,0.8367
280,"Bundestag member Pfeiffer describes climate protection as a substitute religion. It may even be true, because I love this planet and its civilization more than some abstract god","MdB Pfeiffer describes climate protection as a substitute religion. It may even be true, because I love this planet and its civilization more than any abstract God.","MdB Pfeiffer designates climate protection as a substitute religion. It may even be the case, for I love this planet and its civilization more than any abstract God.","MdB Pfeiffer describes climate protection as a substitute for religion. That may even be true, because I love this planet and its civilization more than any abstract god.",0.8324,0.592,0.6834,0.86,0.7474,0.8193,0.7423,0.7245,0.7572,0.8972,0.8747,0.8991
283,It's a good thing that the city's politicians have been aware of the advantages for decades and have never questioned them.,Good that for decades the city politics has recognized and never questioned the advantages.,Good that for decades the city politics recognizes and never questions the advantages.,It is good that the municipal government has recognized and never questioned the advantages for decades.,0.0332,0.0291,0.1418,0.3391,0.3407,0.4014,0.7111,0.6724,0.7649,0.7758,0.7381,0.8578
291,"Fellow party member Annegret Kramp-Karrenbauer, eleventh, as well as the Ministry of Education under Anja Karliczek, who is also a CDU minister.","Annegret Kramp-Karrenbauer, a party colleague, and Anja Karliczek, the Minister of Education, who is also a CDU minister.","Annegret Kramp-Karrenbauer, a party colleague, and Anja Karliczek, who is also a CDU minister and serves as the Minister of Education.","Annegret Kramp-Karrenbauer, a party colleague, and Anja Karliczek, the Minister of Education, who is also a CDU minister.",0.3941,0.4186,0.3941,0.5723,0.5767,0.5723,0.6882,0.6751,0.6882,0.7634,0.7698,0.7634
295,"I haven't written anything for a long time, the search for a suitable job has used up all my resources.","I haven't written anything for a long time, the search for a suitable job has claimed all resources for a long time.","I haven't written anything for a long time, as the search for a suitable job has consumed all my resources.",The search for a suitable job has consumed all my resources for a long time.,0.6859,0.7522,0.3534,0.7589,0.8979,0.5769,0.787,0.8563,0.7393,0.8911,0.9235,0.7839
297,"If the city introduces these cycling routes in the secondary network, he will be against it again. Can the man make up his mind?","Establishes the city these bicycle traffic routes in the secondary network, he is again against it. Can the man make up his mind?",The man is against the city establishing these bicycle traffic routes in the secondary network.,"If the city establishes these cycling routes in the local road network, he is again against it. Can the person make up their mind?",0.5637,0.1482,0.297,0.7392,0.3692,0.6714,0.6992,0.6107,0.6862,0.7685,0.7203,0.8515
299,"After a serious accident or other traumatic events, those affected are often in shock. How can you help in the event of a psychological shock?","After a serious accident or other traumatic event, those affected are often in a state of shock. How to help in a case of psychological shock?",Those affected are often in a state of emotional shock after a serious accident or other traumatic event. How can one help in a state of emotional shock?,"After a serious accident or other traumatic event, those affected often experience psychological shock. How can you help someone in a state of psychological shock?",0.4772,0.3218,0.4873,0.8037,0.7322,0.7744,0.824,0.7967,0.826,0.9242,0.9015,0.9301
304,"Tomorrow I can finally hand in my computer for reconditioning and then the prospect that I can work again sometime in June is quite good. Hey, at least that's promising!","Tomorrow I can finally hand in my computer for restoration and then the prospect is quite good that I can start working again sometime in June. Hey, at least a prospect!","Tomorrow I can finally hand in my computer for restoration, and then the prospect is quite good that I can go back to work sometime in June. Hey, at least a prospect!","Tomorrow I can finally get my computer repaired, and the outlook is quite good that I'll be able to start working again sometime in June. At least there's an outlook!",0.5503,0.4911,0.2046,0.8248,0.7848,0.5486,0.7106,0.7232,0.7122,0.8746,0.8793,0.8615
306,"Single use or reusable? Environmental Action Germany recommends reusable, and Lidl opposes a single-use system. But it also depends on other factors, such as short transport distances.","Disposable or reusable? The Environmental Aid recommends reusable, Lidl implements a disposable system instead. However, other factors such as short transport routes also play a role.","The Environmental Aid organization recommends reusable options, while Lidl instead implements a disposable system. However, other factors such as short transport routes also play a role.","Disposable or reusable? The environmental organization recommends reusable options, while Lidl offers a disposable alternative. However, factors like short transport distances also play a role.",0.1652,0.1241,0.0657,0.427,0.3303,0.2568,0.6348,0.6717,0.671,0.8083,0.8012,0.8132
309,"I am off again tomorrow, because no trailer lettering and also nothing very urgent to do. For once, a Friday that deserves the name!","Tomorrow I have free time again, because there is no trailer lettering and also not so terribly much urgent to do. Finally a Friday that deserves the name!","Tomorrow I'm off again, because there's no trailer lettering and also not so terribly much urgent to do. A Friday that truly deserves the name!","Tomorrow I have the day off again, as there is no urgent trailer lettering work and not too much pressing to do. A Friday that truly deserves the name!",0.4014,0.3244,0.1496,0.6457,0.6464,0.5733,0.729,0.7538,0.7261,0.809,0.8003,0.8139
311,"Dear Readers, Dear Followis, if so, how much does it cost? Are there any special conditions? If not, is such a variant still planned? Thank you very much!","Dear readers, dear followers, If so, how much does this cost? Are there any special conditions? If not, is such a variant still planned? Many thanks to you!","Dear readers, dear followers, if so, how much does it cost? Are there any special conditions? If not, is such a variant still planned? Thank you very much!","Dear readers, dear followers, how much does this cost? Are there any special conditions? If not, is such a variant still planned? Many thanks!",0.6054,0.8684,0.5624,0.8193,0.9641,0.7234,0.8118,0.891,0.8181,0.9046,0.9094,0.9012
316,"This was preceded by fierce political disputes, including over Willy Brandt's (SPD) general policy vis-à-vis the East.","Fierce political disputes had preceded this, also over Willy Brandt's (SPD) general Ostpolitik.","This was preceded by fierce political disputes, also over Willy Brandt's (SPD) general Ostpolitik.","Fierce political disputes, including over Willy Brandt's (SPD) Eastern Policy, had preceded this.",0.3635,0.6356,0.4809,0.4692,0.7169,0.5392,0.5311,0.6115,0.6942,0.7653,0.7836,0.8475
317,"Am not such an elephant fan myself, but maybe it will find some fans here.","I'm not really a fan of elephants myself, but maybe there are a few fans here.","I'm not much of an elephant enthusiast myself, but perhaps there are some fans of them here.","I'm not much of an elephant fan myself, but maybe there are some fans here.",0.1952,0.081,0.4763,0.4651,0.4621,0.6577,0.7062,0.6958,0.7375,0.8659,0.8464,0.8793
322,"I'd like to have an orange network card! What color is yours, or what color would you like?",I want an orange-colored network card! What color do you or do you want to have?,I want an orange-colored network adapter! What color do you have or want to have?,I have an orange-colored network card. What color do you have?,0.2119,0.065,0.0315,0.3546,0.3006,0.2954,0.6512,0.6854,0.6644,0.8673,0.8651,0.7962
323,Screening as a key measuring point of elapsed time.,The preventive medical examination as an essential measuring point of the passing time.,The preventive health check-up as an essential measuring point of the passage of time.,The routine health check-up as an essential indicator of the elapsing time.,0.093,0.0861,0.0391,0.4745,0.3916,0.3394,0.4842,0.5801,0.5697,0.744,0.7474,0.6552
330,Seeing only the other in what is said? Seeing ourselves in them...,To see only the other in what is said? To have seen ourselves in them...,To see only the other in what is said? To see ourselves in them...,"In what is said, to see ourselves reflected in the other.",0.5635,0.6026,0.0974,0.9575,0.9813,0.5334,0.7517,0.8186,0.5522,0.8539,0.8771,0.6992
333,"""A brief history of the religion of anthropogenic climate change: Of the myth of eternal carbon dioxide, or how elegant theses become gospel when they risk failing in earthly practice.""","""A brief history of religion from anthropogenic climate change: From the myth of eternal carbon dioxide or how elegant theses become gospels when they threaten to fail in earthly practice.""","""A brief history of religion of the anthropogenic climate change: From the myth of perpetual carbon dioxide or how elegant theses become dogmas when they threaten to fail in earthly practice.""","""A brief history of the religion of anthropogenic climate change: From the myth of eternal carbon dioxide, or how elegant theories become like gospels when they threaten to fail in earthly practice.""",0.5152,0.4492,0.6503,0.8242,0.7952,0.8775,0.7691,0.7245,0.7945,0.8161,0.8317,0.8655
340,"So, according to the current planning situation, I will possibly be driving electric beginning in September. Let's see how many times the construction deadline changes before then....","So, according to the current planning, I will possibly be driving electric from September. Let's see how many times the construction date gets postponed until then.","According to the current planning, I will likely start driving an electric vehicle from September. Let's see how many times the construction date gets postponed until then.","So, according to the current planning, I will potentially be driving an electric vehicle starting in September. We'll see how many times the construction date gets postponed until then.",0.6373,0.4115,0.3994,0.7405,0.6158,0.6811,0.7473,0.7354,0.7501,0.8342,0.8262,0.8335
348,"Talked to people a few days ago and this is exactly what they criticized ""the policy"" for.","I spoke with people a few days ago who criticized exactly this in ""politics"".","A few days ago, I spoke with people who criticized exactly this aspect of ""politics"".","A few days ago, I spoke with people who criticized this exact aspect of politics.",0.2186,0.0646,0.059,0.4927,0.3757,0.3407,0.5909,0.6719,0.6451,0.8266,0.8512,0.8449
355,It is still questionable for Hertha to pull out a win against the last team in the table from Berlin.,A victory is in the air against the bottom-placed team from Berlin.,"Hertha is still uncertain, but a win is expected against the last-placed Berlin team.",A victory seems likely against the last-placed Berlin team.,0.065,0.0375,0.0187,0.3041,0.2472,0.0794,0.5031,0.6383,0.6033,0.6791,0.7526,0.7365
356,Now I have to tell a nice story real quickly.,Now I have to get rid of a nice story for a moment.,I need to briefly share a nice story.,Now let me share a nice story with you.,0.2658,0.113,0.1074,0.6529,0.3221,0.4505,0.4767,0.6772,0.7367,0.7163,0.7841,0.7924
357,I would have never expected that you can receive a paper train ticket in the mail.,I had absolutely not expected anymore that one would receive a train ticket in paper form by mail.,I no longer expected to receive a paper train ticket by mail.,I had not expected at all to receive a paper train ticket by mail anymore.,0.0848,0.2604,0.2491,0.5845,0.4808,0.4717,0.762,0.7296,0.737,0.8669,0.802,0.8614
365,A #PopClip extension that lets you color code text in #Obsidian ... <URL>,Colorful text highlighting in #Obsidian with a #PopClip extension <URL>,A #PopClip extension that allows you to highlight text in colour in #Obsidian.,A #PopClip extension allows you to color-mark text in #Obsidian.,0.1335,0.3161,0.2928,0.553,0.6619,0.5295,0.7231,0.7543,0.7341,0.8123,0.8684,0.8672
366,"#FAV2023 After a #coaching session and lunch break, we will continue with the #digitallots","#FAV2023 After a #Coaching session and the lunch break, it continues with the #Digitallotsen.","#FAV2023 After a #Coaching session and the lunch break, the #Digitallotsen continue.","#FAV2023 After the coaching session and lunch break, the activity continues with the Digital Guides.",0.3349,0.3276,0.3662,0.7777,0.6401,0.6265,0.6839,0.668,0.6405,0.7624,0.7932,0.8115
368,"So far, #democracies have also generated broad #prosperity so far. We'll see what a democracy is worth when it no longer involves prosperity.",Democracy has also generated broad prosperity so far. We will see what a democracy is worth if it no longer means prosperity.,Democracy has so far also generated broad prosperity. We will see what a democracy is worth if it no longer means prosperity.,Democracy has also generated broad prosperity so far. We will see how valuable democracy is if it no longer brings prosperity.,0.3779,0.2892,0.2269,0.6429,0.5974,0.4934,0.7649,0.7849,0.7633,0.896,0.8951,0.8673
374,I'm still sitting on about 200 euros of unprocessed tickets from the last #warning strike.,I still have around 200 euros in unprocessed tickets from the last #warnstreik.,I still have around 200 euros in unprocessed tickets from the last Warning Strike.,I still have around €200 worth of unprocessed tickets from the last #warning strike.,0.3228,0.2533,0.5383,0.5968,0.6497,0.6621,0.7711,0.8107,0.8263,0.8476,0.8143,0.8748
380,1. General,General.,General information.,General,0.1079,0.1351,0.0241,0.0,0.25,0.2632,0.3712,0.4891,0.622,0.8068,0.8174,0.8792
382,"The enemy is represented by slowly moving tracked vehicles and fast super tanks, in addition to speedy rockets that become harder and harder to hit as the game progresses. UFOs also appear at periodic intervals. They cannot attack the player's tank, but the player can obtain a high score by shooting a UFO. The BATTLEZONE device has five (5) different operating modes. They are the attraction mode, game intro mode, playing mode, initial setup for maximum results, and the self-test mode. The last operating mode has a special process for testing the operating elements and the computer function.","The opponent is represented by slowly moving tracked vehicles and fast super-tanks, as well as agile missiles that become increasingly difficult to hit during the extended game sequence. Additionally, UFOs appear at regular intervals. These cannot attack the player's tank. Conversely, the player can achieve a high score by hitting a UFO. The BATTLEZONE device has five (5) different operating modes. These are the attraction sequence, the game introduction sequence, the game sequence, the high score initials input, and the self-test sequence. The latter operating mode represents a special sequence for checking the control elements and the computer function.","The opponent is represented by slowly moving tracked armored vehicles and fast super-tanks, as well as agile missiles that become increasingly difficult to hit during the extended game sequence. Additionally, UFOs appear at regular intervals. These cannot be attacked by the player's tank. Conversely, the player can achieve a high score by hitting a UFO. The BATTLEZONE device has five (5) different operating modes: the attraction sequence, the game introduction sequence, the game sequence, the input of initials for high scores, and the self-test sequence. The latter operating mode represents a special sequence for checking the control elements and the computer function.","The opponent is represented by slowly moving tracked vehicles and super-tanks, as well as agile missiles that become increasingly difficult to hit during the extended game sequence. Additionally, UFOs appear at regular intervals. These cannot attack the player's tank. Conversely, the player can achieve a high score by hitting a UFO. The BATTLEZONE device has five different operating modes: the attraction sequence, the game introduction sequence, the game sequence, the high score initials input, and the self-test sequence. The latter mode is a special sequence for checking the control elements and the computer function.",0.3825,0.3177,0.3166,0.5786,0.5454,0.53,0.6674,0.6684,0.6615,0.7881,0.7871,0.7862
